id,day,t,lng,lat,parent_id,action,status,created_at
1,0,28801.0,-73.99196157556872,40.76852105657996,500083913,Prepare work materials and laptop,"I am relieved to be preparing my work materials and laptop according to my morning routine, appreciating the sunny weather that perfectly complements my structured start to the day.",2025-09-30 06:33:37.983161+00:00
2,0,28801.0,-73.99196157556872,40.76852105657996,500083913,Prepare to leave for work,"I'm feeling relieved as I get ready for work, appreciating the sunny morning while mentally preparing for another day of quantum research.",2025-09-30 06:33:37.983161+00:00
3,0,28801.0,-73.99196157556872,40.76852105657996,500083913,Prepare work materials and dress professionally,"I'm feeling relieved as I get ready for work, carefully selecting my professional attire and organizing my materials for the day ahead.",2025-09-30 06:33:37.983161+00:00
4,0,28801.0,-73.98520980896448,40.7353716666383,500080611,Prepare work materials and laptop,"I'm feeling relieved as I gather my work materials and laptop, ready to head to the office and dive into designing propulsion systems on this sunny morning.",2025-09-30 06:33:37.983161+00:00
5,0,28801.0,-73.98520980896448,40.7353716666383,500080611,Prepare work materials and dress for the office,I am feeling relieved as I prepare my work materials and get dressed for the office on this sunny morning.,2025-09-30 06:33:37.983161+00:00
6,0,28801.0,-73.96430164916275,40.67710618661012,500035138,Prepare work materials and laptop,"I'm feeling relieved as I gather my work materials and laptop, ready to head to the observatory for another day of exploring distant worlds.",2025-09-30 06:33:37.983161+00:00
7,0,28801.0,-73.99196157556872,40.76852105657996,500083913,Prepare work materials and laptop,"I am feeling relieved as I prepare my work materials and laptop, ready to head to the institute on this pleasant sunny morning.",2025-09-30 06:33:37.983161+00:00
8,0,28801.0,-73.97196016658555,40.68621966206192,500044357,"Prepare for work (gather items, check schedule)","I'm feeling relieved as I prepare for work, gathering my research notes and mentally running through today's particle physics experiments.",2025-09-30 06:33:37.983161+00:00
9,0,28801.0,-73.82598021654832,40.757016240241605,500158227,Prepare to leave for work,"I'm getting ready to head to the research institute, feeling relieved that my morning is going smoothly as the sunny weather promises a productive day ahead.",2025-09-30 06:33:37.983161+00:00
10,0,28801.0,-74.05845576932977,40.73713993548313,500159155,Prepare work materials and laptop,"I'm feeling relieved as I prepare my work materials and laptop for the day, appreciating the sunny morning that promises a good start to my geological research.",2025-09-30 06:33:37.983161+00:00
11,0,28801.0,-73.82598021654832,40.757016240241605,500158227,Prepare work materials and dress for the office,"I'm feeling relieved as I prepare for work this sunny morning, carefully selecting my outfit while trying not to overthink my choices for the day ahead.",2025-09-30 06:33:37.983161+00:00
12,0,28801.0,-73.84022543124833,40.66496012734674,500030721,Prepare shopping list and bags,"I am feeling relieved as I prepare my shopping list and bags for the day, appreciating the sunny morning that brings a sense of peace to my routine.",2025-09-30 06:33:37.983161+00:00
13,0,28801.0,-74.01408798156214,40.70787587657603,500004221,Prepare to leave home for the grocery store,"I'm feeling relieved as I prepare to head to my organic grocery store, appreciating the sunny morning that promises a good day for both business and the environment.",2025-09-30 06:33:37.983161+00:00
14,0,28801.0,-73.97196016658555,40.68621966206192,500044357,Prepare shopping list and bag,"I'm feeling relieved as I prepare my shopping list and bag, looking forward to picking up ingredients for another comforting meal to share with neighbors.",2025-09-30 06:33:37.983161+00:00
