id,day,t,type,speaker,content,created_at
10,0,21601.0,0,,I need to work,2025-10-10 12:39:22.067193
14,0,21601.0,0,,I need to work,2025-10-10 12:39:22.207177
13,0,21601.0,0,,I need to work,2025-10-10 12:39:22.223654
20,0,21601.0,0,,I need to work,2025-10-10 12:39:22.248343
18,0,21601.0,0,,I need to work,2025-10-10 12:39:22.456175
17,0,21601.0,0,,I need to work,2025-10-10 12:39:22.521424
8,0,21601.0,0,,I need to work,2025-10-10 12:39:22.644728
7,0,21601.0,0,,I need to work,2025-10-10 12:39:22.889202
12,0,21601.0,0,,I need to work,2025-10-10 12:39:22.981829
6,0,21601.0,0,,I need to work,2025-10-10 12:39:22.995754
9,0,21601.0,0,,I need to work,2025-10-10 12:39:23.174120
5,0,21601.0,0,,I need to work,2025-10-10 12:39:23.194071
16,0,21601.0,0,,I feel tired,2025-10-10 12:39:23.344744
4,0,21601.0,0,,I need to work,2025-10-10 12:39:23.355729
1,0,21601.0,0,,I need to work,2025-10-10 12:39:23.635803
19,0,21601.0,0,,I need to work,2025-10-10 12:39:23.722863
11,0,21601.0,0,,I need to work,2025-10-10 12:39:23.799737
2,0,21601.0,0,,I need to work,2025-10-10 12:39:24.155284
3,0,21601.0,0,,I need to work,2025-10-10 12:39:24.749207
15,0,21601.0,0,,I need to work,2025-10-10 12:39:24.750322
6,0,21601.0,0,,"I choose to Work because Given the current time (06:00), it is early morning, and as an astrophysicist, beginning work from home aligns well with maintaining a productive routine. The weather is sunny and pleasant, but since the need is to feel 'safe' and the individual is already at home, staying in a familiar and secure environment while engaging in meaningful work supports emotional stability and relief. Work offers a sense of control and purpose, which reinforces safety. Social norms also support responsible professional behavior, especially in scientific occupations. Shopping at this hour is less normative and provides no clear safety benefit, making it less suitable.",2025-10-10 12:39:32.305521
13,0,21601.0,0,,"I choose to Work because As an Organic Grocery Owner, working aligns with personal identity and provides a sense of purpose and safety through structure and productivity. At 06:00, starting work such as preparing inventory, checking deliveries, or planning the day's operations is consistent with typical routines for small business owners in the food industry. Given the sunny weather and comfortable temperature (23°C), there may also be opportunities to inspect outdoor produce displays or receive farm-fresh goods, enhancing job satisfaction. Social expectations support being proactive, especially as a business owner responsible for staff and customers. Work is highly controllable at home initially—especially if administrative tasks are involved—and promotes a sense of safety through stability and engagement.",2025-10-10 12:39:32.743216
