id,day,t,lng,lat,parent_id,action,status,created_at
1,0,21601.0,-73.99196157556871,40.768521056579964,500083913.0,Prepare work materials and set up workspace at home,"""I'm at home, getting my work materials organized and setting up my workspace for the day\u2014there's a quiet comfort in starting early under the morning sun, knowing everything is in its place. The world feels steady for now, and that\u2019s enough to bring a sense of calm.""",2025-10-11 02:50:22.773557
2,0,21601.0,-73.99196157556871,40.768521056579964,500083913.0,Prepare work materials and laptop for the day,"""I'm packing my laptop and\u6574\u7406 the materials for today's experiments, feeling a quiet sense of relief as the morning sun streams through the window\u2014everything feels steady, and for now, that\u2019s enough.""",2025-10-11 02:50:22.773557
3,0,21601.0,-73.99196157556871,40.768521056579964,500083913.0,Prepare work materials for pharmaceutical sales,"""I'm getting ready for work, organizing my sales materials with a quiet sense of relief as the morning sun streams through the windows. It's peaceful right now\u2014no big worries, just me sipping coffee and preparing to charm another day in Manhattan.""",2025-10-11 02:50:22.773557
4,0,21601.0,-73.98520980896461,40.73537166663829,500080611.0,"Prepare work equipment (laptop, notes, etc.)","""I'm packing my laptop and notes for work, feeling a quiet sense of relief as the morning sun streams in\u2014another day ahead, no crises, just me and my thoughts. It's nice to start the day on calm footing, especially when the city feels as bright and open as my favorite board game caf\u00e9 after a long night of laughter.""",2025-10-11 02:50:22.773557
5,0,21601.0,-73.98520980896461,40.73537166663829,500080611.0,Prepare work attire and essentials for the office,"""I'm getting ready for work, carefully selecting my outfit and gathering what I need for the day ahead, feeling a quiet sense of relief as the morning sun streams in. Everything feels calm\u2014for now, there's no rush, no conflict, just the steady rhythm of preparation under a bright, warm sky.""",2025-10-11 02:50:22.773557
6,0,21601.0,-73.96430164916275,40.67710618661013,500035138.0,"Prepare work equipment at home (laptop, notes, coffee)","""I'm at home, getting my laptop and notes ready for work while brewing a cup of coffee, feeling a quiet sense of relief as the morning sunlight fills my apartment. Everything feels calm and balanced\u2014no pressing worries, just the gentle start to a promising day ahead.""",2025-10-11 02:50:22.773557
7,0,21601.0,-73.99196157556871,40.768521056579964,500083913.0,Prepare work materials and laptop for neurobiology tasks,"""I'm preparing my laptop and research materials for the day's work, feeling a quiet sense of relief as the morning sun streams in, warming the apartment with a gentle, hopeful glow. Everything feels steady\u2014no pressing worries, just the calm focus I need to dive into my neurobiology research.""",2025-10-11 02:50:22.773557
8,0,21601.0,-73.97196016658549,40.68621966206196,500044357.0,Prepare work equipment at home,"""I'm at home in my apartment, packing my laptop and notes for the lab while the morning sun streams through the windows\u2014another day of experiments awaits, and I'm oddly relieved nothing's gone wrong yet. The city\u2019s awake, but I\u2019ve already had my coffee and solitude; now it\u2019s time to dive back into the chaos of particles and peer reviews.""",2025-10-11 02:50:22.773557
9,0,21601.0,-73.82598021654832,40.7570162402416,500158227.0,"Prepare work equipment at home (laptop, notes, etc.)","""I'm at home, packing my laptop and notes for work while the morning sun streams through the windows\u2014another day, another chance to stay ahead of the pack. Feels good to have a quiet moment before the chaos, knowing I'm prepared and still one step ahead.""",2025-10-11 02:50:22.773557
10,0,21601.0,-74.05845576932985,40.737139935483114,500159155.0,"Prepare work equipment (laptop, geological reports, tools)","""I'm packing my laptop and geological tools for work, feeling a quiet sense of relief as the morning sun streams through my apartment\u2014everything feels calm, steady, and just as it should be.""",2025-10-11 02:50:22.773557
11,0,21601.0,-73.82598021654832,40.7570162402416,500158227.0,Prepare for work from home,"""I'm starting my day at home, feeling a quiet sense of relief as the morning sun streams in and I prepare for a calm day of remote work. Everything feels balanced for now\u2014no pressing worries, just the gentle hum of possibility ahead.""",2025-10-11 02:50:22.773557
12,0,21601.0,-73.84022543124831,40.66496012734673,500030721.0,Open curtains to let sunlight in,"""I\u2019m at home, opening the curtains to let the warm sunlight in, feeling grateful for this quiet, peaceful morning. The golden light fills my apartment, and for now, everything feels just as it should be\u2014calm, safe, and gently held by God\u2019s presence.""",2025-10-11 02:50:22.773557
13,0,21601.0,-74.01408798156211,40.70787587657604,500004221.0,Prepare for work by organizing daily tasks and inventory list,"""I'm in the kitchen of my duplex, sipping herbal tea and jotting down today's inventory list for the store, feeling a quiet sense of relief as the morning sun streams through the windows. It's peaceful right now\u2014no urgent worries, just the gentle hum of preparation for another day of running my little haven of organic goodness in the city.""",2025-10-11 02:50:22.773557
14,0,21601.0,-73.97196016658549,40.68621966206196,500044357.0,Open curtains to let sunlight into the room,"""I'm opening the curtains to let the morning sun flood my cozy apartment, feeling good knowing the day starts bright and warm\u2014nothing much is happening, but that\u2019s just fine for now. The golden light spills over my kitchen table, and I think about brewing a strong pot of coffee, maybe call Hugh later to hear his voice.""",2025-10-11 02:50:22.773557
15,0,21601.0,-74.02020811795856,40.92579417361421,500067227.0,Open curtains to let sunlight in,"""I'm at home, just opened the curtains to let the morning sun stream in, feeling content as the warm light fills my apartment. It's peaceful like this\u2014no rush, no worries, just me and the quiet hum of the city waking up.""",2025-10-11 02:50:22.773557
16,0,21601.0,-73.98088401442763,40.78374359360123,500353435.0,Prepare for sleep,"""I'm winding down at home after a long day, feeling a quiet sense of relief as I prepare for bed in my Apthorp apartment, the city's hum a soft backdrop to my thoughts. The sunny day has faded, and though nothing\u2019s particularly good or bad right now, I\u2019m grateful for this moment of calm\u2014a rare stillness where I can just be me, off-camera and at peace.""",2025-10-11 02:50:22.773557
17,0,21601.0,-73.81563597100116,40.71386155289508,500226833.0,Prepare work attire suitable for on-air appearance,"""I'm selecting my outfit for the day, making sure it's camera-ready for tonight's broadcast\u2014everything has to be just right. The morning sun feels good, and though I'm focused as always, I'm taking comfort in the calm start to the day.""",2025-10-11 02:50:22.773557
18,0,21601.0,-73.82598021654832,40.7570162402416,500158227.0,Prepare work materials for the day,"""I'm at home, packing my bag and organizing today's outreach materials in the quiet morning light, feeling a sense of calm as the sun rises over the city. It\u2019s peaceful for now\u2014no urgent crises, just the steady hum of purpose building beneath the surface.""",2025-10-11 02:50:22.773557
19,0,21601.0,-73.97104519625233,40.800424336378015,500351397.0,Open curtains to let in sunlight,"""I\u2019m at home in my Manhattan apartment, opening the curtains to let the morning sunlight stream in as I prepare a light breakfast, feeling a quiet sense of relief on this clear, warm day. The city stirs outside, but for now, I savor this peaceful moment before the demands of court and advocacy begin anew.""",2025-10-11 02:50:22.773557
20,0,21601.0,-74.01408798156211,40.70787587657604,500004221.0,Put on comfortable walking attire and supportive shoes,"""I\u2019m in my cozy Manhattan loft, slipping into comfortable clothes and supportive shoes, ready to step out for a quiet morning walk under the sunny sky. The gentle warmth and peaceful stillness bring me a sense of relief, and for now, I\u2019m content simply moving through the day with no weight on my mind.""",2025-10-11 02:50:22.773557
21,0,21601.0,,,,,"""Nothing""",2025-10-11 02:50:22.773557
22,0,21601.0,,,,,"""Nothing""",2025-10-11 02:50:22.773557
23,0,21601.0,,,,,"""Nothing""",2025-10-11 02:50:22.773557
24,0,21601.0,,,,,"""Nothing""",2025-10-11 02:50:22.773557
